note,note_clean,type,type_token,amount,date_time,category,model_text_textonly,model_text_with_type
Total Energies - Station,total energies - station,Expense,[TYPE_EXPENSE],47.0,2025-11-24 11:45:00.000,Fuel,total energies - station,[TYPE_EXPENSE] total energies - station
Shell Station - Main,shell station - main,Expense,[TYPE_EXPENSE],60.0,2025-12-07 12:05:00.000,Fuel,shell station - main,[TYPE_EXPENSE] shell station - main
Petrolina - Station,petrolina - station,Expense,[TYPE_EXPENSE],39.0,2025-12-21 11:15:00.000,Fuel,petrolina - station,[TYPE_EXPENSE] petrolina - station
City Pump - Station,city pump - station,Expense,[TYPE_EXPENSE],46.0,2026-01-01 12:05:00.000,Fuel,city pump - station,[TYPE_EXPENSE] city pump - station
FuelHub - Station,fuelhub - station,Expense,[TYPE_EXPENSE],38.5,2026-01-12 11:05:00.000,Fuel,fuelhub - station,[TYPE_EXPENSE] fuelhub - station
Prime Petrol - Pump,prime petrol - pump,Expense,[TYPE_EXPENSE],60.0,2026-01-23 12:30:00.000,Fuel,prime petrol - pump,[TYPE_EXPENSE] prime petrol - pump
Total Energies - Dora,total energies - dora,Expense,[TYPE_EXPENSE],49.0,2026-06-06 11:10:00.000,Fuel,total energies - dora,[TYPE_EXPENSE] total energies - dora
Shell Station - Jounieh,shell station - jounieh,Expense,[TYPE_EXPENSE],57.0,2026-06-07 12:05:00.000,Fuel,shell station - jounieh,[TYPE_EXPENSE] shell station - jounieh
Petrolina - Main,petrolina - main,Expense,[TYPE_EXPENSE],41.75,2026-06-08 11:25:00.000,Fuel,petrolina - main,[TYPE_EXPENSE] petrolina - main
Express Petrol - Station,express petrol - station,Expense,[TYPE_EXPENSE],59.0,2026-07-11 12:40:00.000,Fuel,express petrol - station,[TYPE_EXPENSE] express petrol - station
North Fuel Station - Pump,north fuel station - pump,Expense,[TYPE_EXPENSE],37.0,2026-07-24 11:15:00.000,Fuel,north fuel station - pump,[TYPE_EXPENSE] north fuel station - pump
City Pump - Station,city pump - station,Expense,[TYPE_EXPENSE],44.0,2026-08-04 12:05:00.000,Fuel,city pump - station,[TYPE_EXPENSE] city pump - station
Total,total,Expense,[TYPE_EXPENSE],49.0,2026-09-18 11:10:00.000,Fuel,total,[TYPE_EXPENSE] total
Shell,shell,Expense,[TYPE_EXPENSE],57.0,2026-09-19 12:05:00.000,Fuel,shell,[TYPE_EXPENSE] shell
Petrolina,petrolina,Expense,[TYPE_EXPENSE],41.75,2026-09-20 11:25:00.000,Fuel,petrolina,[TYPE_EXPENSE] petrolina
PrimeFuel,primefuel,Expense,[TYPE_EXPENSE],58.5,2026-09-21 12:10:00.000,Fuel,primefuel,[TYPE_EXPENSE] primefuel
City Pump,city pump,Expense,[TYPE_EXPENSE],44.0,2026-09-22 12:05:00.000,Fuel,city pump,[TYPE_EXPENSE] city pump
Total Energies - Dora,total energies - dora,Expense,[TYPE_EXPENSE],49.0,2027-01-05 11:10:00.000,Fuel,total energies - dora,[TYPE_EXPENSE] total energies - dora
Shell Station - Jounieh,shell station - jounieh,Expense,[TYPE_EXPENSE],57.0,2027-01-06 12:05:00.000,Fuel,shell station - jounieh,[TYPE_EXPENSE] shell station - jounieh
Petrolina - Main,petrolina - main,Expense,[TYPE_EXPENSE],41.75,2027-01-07 11:25:00.000,Fuel,petrolina - main,[TYPE_EXPENSE] petrolina - main
PrimeFuel - Station,primefuel - station,Expense,[TYPE_EXPENSE],58.5,2027-01-08 12:10:00.000,Fuel,primefuel - station,[TYPE_EXPENSE] primefuel - station
City Pump - Central,city pump - central,Expense,[TYPE_EXPENSE],44.0,2027-01-09 12:05:00.000,Fuel,city pump - central,[TYPE_EXPENSE] city pump - central
Al Maha Fuel Station,al maha fuel station,Expense,[TYPE_EXPENSE],48.0,2026-08-21 11:10:00.000,Fuel,al maha fuel station,[TYPE_EXPENSE] al maha fuel station
Petrolina - Main,petrolina - main,Expense,[TYPE_EXPENSE],52.0,2026-08-22 12:05:00.000,Fuel,petrolina - main,[TYPE_EXPENSE] petrolina - main
Total Energies - Station,total energies - station,Expense,[TYPE_EXPENSE],44.0,2026-09-02 11:45:00.000,Fuel,total energies - station,[TYPE_EXPENSE] total energies - station
Shell - Station,shell - station,Expense,[TYPE_EXPENSE],58.0,2026-09-08 12:20:00.000,Fuel,shell - station,[TYPE_EXPENSE] shell - station
Local Petrol Station - Pump,local petrol station - pump,Expense,[TYPE_EXPENSE],36.5,2026-09-15 11:00:00.000,Fuel,local petrol station - pump,[TYPE_EXPENSE] local petrol station - pump
Total Station - Dora Pump,total station - dora pump,Expense,[TYPE_EXPENSE],47.0,2026-09-18 11:30:00.000,Fuel,total station - dora pump,[TYPE_EXPENSE] total station - dora pump
Shell Station - Jounieh Pump,shell station - jounieh pump,Expense,[TYPE_EXPENSE],61.0,2026-09-23 12:05:00.000,Fuel,shell station - jounieh pump,[TYPE_EXPENSE] shell station - jounieh pump
Total Station - Dora,total station - dora,Expense,[TYPE_EXPENSE],47.0,2026-09-29 11:30:00.000,Fuel,total station - dora,[TYPE_EXPENSE] total station - dora
Shell Station - Main Pump,shell station - main pump,Expense,[TYPE_EXPENSE],61.0,2026-10-04 12:05:00.000,Fuel,shell station - main pump,[TYPE_EXPENSE] shell station - main pump
Total Station - Dora Branch,total station - dora branch,Expense,[TYPE_EXPENSE],47.0,2026-10-10 11:30:00.000,Fuel,total station - dora branch,[TYPE_EXPENSE] total station - dora branch
Shell Station - Jounieh,shell station - jounieh,Expense,[TYPE_EXPENSE],61.0,2026-10-15 12:05:00.000,Fuel,shell station - jounieh,[TYPE_EXPENSE] shell station - jounieh
Total Station - Dora Main,total station - dora main,Expense,[TYPE_EXPENSE],47.0,2026-10-21 11:30:00.000,Fuel,total station - dora main,[TYPE_EXPENSE] total station - dora main
Sunrise Fuel Station,sunrise fuel station,Expense,[TYPE_EXPENSE],54.0,2027-03-13 11:15:00.000,Fuel,sunrise fuel station,[TYPE_EXPENSE] sunrise fuel station
Gulf Fuel,gulf fuel,Expense,[TYPE_EXPENSE],48.5,2027-03-15 12:05:00.000,Fuel,gulf fuel,[TYPE_EXPENSE] gulf fuel
Express Petrol Station,express petrol station,Expense,[TYPE_EXPENSE],59.0,2027-04-08 12:40:00.000,Fuel,express petrol station,[TYPE_EXPENSE] express petrol station
North Fuel Station,north fuel station,Expense,[TYPE_EXPENSE],37.0,2027-04-21 11:15:00.000,Fuel,north fuel station,[TYPE_EXPENSE] north fuel station
City Pump Fuel,city pump fuel,Expense,[TYPE_EXPENSE],44.0,2027-05-02 12:05:00.000,Fuel,city pump fuel,[TYPE_EXPENSE] city pump fuel
FuelHub Station,fuelhub station,Expense,[TYPE_EXPENSE],38.5,2027-05-13 11:05:00.000,Fuel,fuelhub station,[TYPE_EXPENSE] fuelhub station
Prime Petrol Pump,prime petrol pump,Expense,[TYPE_EXPENSE],60.0,2027-05-24 12:30:00.000,Fuel,prime petrol pump,[TYPE_EXPENSE] prime petrol pump
FuelMax Station,fuelmax station,Expense,[TYPE_EXPENSE],43.0,2027-06-15 11:20:00.000,Fuel,fuelmax station,[TYPE_EXPENSE] fuelmax station
Prime Pump Station,prime pump station,Expense,[TYPE_EXPENSE],60.5,2027-06-26 12:30:00.000,Fuel,prime pump station,[TYPE_EXPENSE] prime pump station
Al Maha Fuel Station,al maha fuel station,Expense,[TYPE_EXPENSE],48.0,2027-07-08 11:10:00.000,Fuel,al maha fuel station,[TYPE_EXPENSE] al maha fuel station
Petrolina - Main,petrolina - main,Expense,[TYPE_EXPENSE],52.0,2027-07-09 12:05:00.000,Fuel,petrolina - main,[TYPE_EXPENSE] petrolina - main
Total Energies - Station,total energies - station,Expense,[TYPE_EXPENSE],44.0,2027-07-20 11:45:00.000,Fuel,total energies - station,[TYPE_EXPENSE] total energies - station
Shell - Station,shell - station,Expense,[TYPE_EXPENSE],58.0,2027-07-26 12:20:00.000,Fuel,shell - station,[TYPE_EXPENSE] shell - station
Local Petrol Station - Pump,local petrol station - pump,Expense,[TYPE_EXPENSE],36.5,2027-08-02 11:00:00.000,Fuel,local petrol station - pump,[TYPE_EXPENSE] local petrol station - pump
Total Station - Dora Pump,total station - dora pump,Expense,[TYPE_EXPENSE],47.0,2027-08-05 11:30:00.000,Fuel,total station - dora pump,[TYPE_EXPENSE] total station - dora pump
Shell Station - Jounieh Pump,shell station - jounieh pump,Expense,[TYPE_EXPENSE],61.0,2027-08-10 12:05:00.000,Fuel,shell station - jounieh pump,[TYPE_EXPENSE] shell station - jounieh pump
Total Station - Dora,total station - dora,Expense,[TYPE_EXPENSE],47.0,2027-08-16 11:30:00.000,Fuel,total station - dora,[TYPE_EXPENSE] total station - dora
Shell Station - Main Pump,shell station - main pump,Expense,[TYPE_EXPENSE],61.0,2027-08-21 12:05:00.000,Fuel,shell station - main pump,[TYPE_EXPENSE] shell station - main pump
Total Station - Dora Branch,total station - dora branch,Expense,[TYPE_EXPENSE],47.0,2027-08-27 11:30:00.000,Fuel,total station - dora branch,[TYPE_EXPENSE] total station - dora branch
Shell Station - Jounieh,shell station - jounieh,Expense,[TYPE_EXPENSE],61.0,2027-09-01 12:05:00.000,Fuel,shell station - jounieh,[TYPE_EXPENSE] shell station - jounieh
Total Station - Dora Main,total station - dora main,Expense,[TYPE_EXPENSE],47.0,2027-09-07 11:30:00.000,Fuel,total station - dora main,[TYPE_EXPENSE] total station - dora main
Sunrise Fuel Station,sunrise fuel station,Expense,[TYPE_EXPENSE],54.0,2027-09-19 11:15:00.000,Fuel,sunrise fuel station,[TYPE_EXPENSE] sunrise fuel station
Gulf Fuel,gulf fuel,Expense,[TYPE_EXPENSE],48.5,2027-09-21 12:05:00.000,Fuel,gulf fuel,[TYPE_EXPENSE] gulf fuel
Express Petrol Station,express petrol station,Expense,[TYPE_EXPENSE],59.0,2027-10-03 12:40:00.000,Fuel,express petrol station,[TYPE_EXPENSE] express petrol station
North Fuel Station,north fuel station,Expense,[TYPE_EXPENSE],37.0,2027-10-10 11:15:00.000,Fuel,north fuel station,[TYPE_EXPENSE] north fuel station
City Pump Fuel,city pump fuel,Expense,[TYPE_EXPENSE],44.0,2027-10-15 12:05:00.000,Fuel,city pump fuel,[TYPE_EXPENSE] city pump fuel
FuelHub Station,fuelhub station,Expense,[TYPE_EXPENSE],38.5,2027-10-21 11:05:00.000,Fuel,fuelhub station,[TYPE_EXPENSE] fuelhub station
Prime Petrol Pump,prime petrol pump,Expense,[TYPE_EXPENSE],60.0,2027-10-26 12:30:00.000,Fuel,prime petrol pump,[TYPE_EXPENSE] prime petrol pump
FuelMax Station,fuelmax station,Expense,[TYPE_EXPENSE],43.0,2027-11-07 11:20:00.000,Fuel,fuelmax station,[TYPE_EXPENSE] fuelmax station
Prime Pump Station,prime pump station,Expense,[TYPE_EXPENSE],60.5,2027-11-12 12:30:00.000,Fuel,prime pump station,[TYPE_EXPENSE] prime pump station
Sunrise Fuel Station - Fill,sunrise fuel station - fill,Expense,[TYPE_EXPENSE],54.0,2027-11-25 11:15:00.000,Fuel,sunrise fuel station - fill,[TYPE_EXPENSE] sunrise fuel station - fill
Gulf Fuel - Pump,gulf fuel - pump,Expense,[TYPE_EXPENSE],48.5,2027-11-27 12:05:00.000,Fuel,gulf fuel - pump,[TYPE_EXPENSE] gulf fuel - pump
Express Petrol Station - Fill,express petrol station - fill,Expense,[TYPE_EXPENSE],59.0,2027-12-09 12:40:00.000,Fuel,express petrol station - fill,[TYPE_EXPENSE] express petrol station - fill
North Fuel Station - Pump,north fuel station - pump,Expense,[TYPE_EXPENSE],37.0,2027-12-16 11:15:00.000,Fuel,north fuel station - pump,[TYPE_EXPENSE] north fuel station - pump
City Pump - Fuel,city pump - fuel,Expense,[TYPE_EXPENSE],44.0,2027-12-21 12:05:00.000,Fuel,city pump - fuel,[TYPE_EXPENSE] city pump - fuel
FuelHub - Station,fuelhub - station,Expense,[TYPE_EXPENSE],38.5,2027-12-27 11:05:00.000,Fuel,fuelhub - station,[TYPE_EXPENSE] fuelhub - station
Prime Petrol - Pump,prime petrol - pump,Expense,[TYPE_EXPENSE],60.0,2028-01-01 12:30:00.000,Fuel,prime petrol - pump,[TYPE_EXPENSE] prime petrol - pump
Dora Fuel Station,dora fuel station,Expense,[TYPE_EXPENSE],49.5,2028-01-14 12:10:00.000,Fuel,dora fuel station,[TYPE_EXPENSE] dora fuel station
Jounieh Shell Pump,jounieh shell pump,Expense,[TYPE_EXPENSE],53.0,2028-01-15 12:05:00.000,Fuel,jounieh shell pump,[TYPE_EXPENSE] jounieh shell pump
FuelPoint Station,fuelpoint station,Expense,[TYPE_EXPENSE],41.75,2028-01-26 11:25:00.000,Fuel,fuelpoint station,[TYPE_EXPENSE] fuelpoint station
Express Petrol Station,express petrol station,Expense,[TYPE_EXPENSE],59.0,2028-02-01 12:40:00.000,Fuel,express petrol station,[TYPE_EXPENSE] express petrol station
North Fuel Pump,north fuel pump,Expense,[TYPE_EXPENSE],37.0,2028-02-08 11:15:00.000,Fuel,north fuel pump,[TYPE_EXPENSE] north fuel pump
City Pump Station,city pump station,Expense,[TYPE_EXPENSE],44.0,2028-02-13 12:05:00.000,Fuel,city pump station,[TYPE_EXPENSE] city pump station
FuelHub Station Pump,fuelhub station pump,Expense,[TYPE_EXPENSE],38.5,2028-02-19 11:05:00.000,Fuel,fuelhub station pump,[TYPE_EXPENSE] fuelhub station pump
Prime Petrol Station,prime petrol station,Expense,[TYPE_EXPENSE],60.0,2028-02-24 12:30:00.000,Fuel,prime petrol station,[TYPE_EXPENSE] prime petrol station
Dora Fuel Stop,dora fuel stop,Expense,[TYPE_EXPENSE],49.0,2028-03-08 12:10:00.000,Fuel,dora fuel stop,[TYPE_EXPENSE] dora fuel stop
Jounieh Fuel Hub,jounieh fuel hub,Expense,[TYPE_EXPENSE],53.5,2028-03-09 12:05:00.000,Fuel,jounieh fuel hub,[TYPE_EXPENSE] jounieh fuel hub
FuelPoint Central,fuelpoint central,Expense,[TYPE_EXPENSE],41.75,2028-03-20 11:25:00.000,Fuel,fuelpoint central,[TYPE_EXPENSE] fuelpoint central
Express Petrol,express petrol,Expense,[TYPE_EXPENSE],59.0,2028-03-26 12:40:00.000,Fuel,express petrol,[TYPE_EXPENSE] express petrol
North Fuel,north fuel,Expense,[TYPE_EXPENSE],37.0,2028-04-01 11:15:00.000,Fuel,north fuel,[TYPE_EXPENSE] north fuel
City Pump,city pump,Expense,[TYPE_EXPENSE],44.0,2028-04-07 12:05:00.000,Fuel,city pump,[TYPE_EXPENSE] city pump
FuelHub,fuelhub,Expense,[TYPE_EXPENSE],38.5,2028-04-12 11:05:00.000,Fuel,fuelhub,[TYPE_EXPENSE] fuelhub
Prime Petrol,prime petrol,Expense,[TYPE_EXPENSE],60.0,2028-04-18 12:30:00.000,Fuel,prime petrol,[TYPE_EXPENSE] prime petrol
FuelMax,fuelmax,Expense,[TYPE_EXPENSE],43.0,2028-04-29 11:20:00.000,Fuel,fuelmax,[TYPE_EXPENSE] fuelmax
Prime Pump,prime pump,Expense,[TYPE_EXPENSE],60.5,2028-05-04 12:30:00.000,Fuel,prime pump,[TYPE_EXPENSE] prime pump
Alfa Fuel,alfa fuel,Expense,[TYPE_EXPENSE],46.0,2028-05-17 11:15:00.000,Fuel,alfa fuel,[TYPE_EXPENSE] alfa fuel
Petrol One,petrol one,Expense,[TYPE_EXPENSE],50.0,2028-05-17 12:05:00.000,Fuel,petrol one,[TYPE_EXPENSE] petrol one
Dora Fuel Station,dora fuel station,Expense,[TYPE_EXPENSE],43.0,2028-05-29 11:40:00.000,Fuel,dora fuel station,[TYPE_EXPENSE] dora fuel station
Shell Main Station,shell main station,Expense,[TYPE_EXPENSE],57.0,2028-06-04 12:10:00.000,Fuel,shell main station,[TYPE_EXPENSE] shell main station
Local Petrol East,local petrol east,Expense,[TYPE_EXPENSE],38.5,2028-06-10 11:25:00.000,Fuel,local petrol east,[TYPE_EXPENSE] local petrol east
Petrol One Station,petrol one station,Expense,[TYPE_EXPENSE],45.0,2028-06-16 12:00:00.000,Fuel,petrol one station,[TYPE_EXPENSE] petrol one station
Dora Fuel Pump,dora fuel pump,Expense,[TYPE_EXPENSE],39.0,2028-06-22 11:10:00.000,Fuel,dora fuel pump,[TYPE_EXPENSE] dora fuel pump
Prime Petrol Station,prime petrol station,Expense,[TYPE_EXPENSE],60.0,2028-06-27 12:30:00.000,Fuel,prime petrol station,[TYPE_EXPENSE] prime petrol station
Dora Fuel Station - Fill,dora fuel station - fill,Expense,[TYPE_EXPENSE],49.5,2028-07-10 12:10:00.000,Fuel,dora fuel station - fill,[TYPE_EXPENSE] dora fuel station - fill
Jounieh Shell Pump - Fill,jounieh shell pump - fill,Expense,[TYPE_EXPENSE],53.0,2028-07-11 12:05:00.000,Fuel,jounieh shell pump - fill,[TYPE_EXPENSE] jounieh shell pump - fill
FuelPoint Station - Fill,fuelpoint station - fill,Expense,[TYPE_EXPENSE],41.75,2028-07-22 11:25:00.000,Fuel,fuelpoint station - fill,[TYPE_EXPENSE] fuelpoint station - fill
Express Petrol Station - Fill,express petrol station - fill,Expense,[TYPE_EXPENSE],59.0,2028-07-28 12:40:00.000,Fuel,express petrol station - fill,[TYPE_EXPENSE] express petrol station - fill
North Fuel Pump - Fill,north fuel pump - fill,Expense,[TYPE_EXPENSE],37.0,2028-08-04 11:15:00.000,Fuel,north fuel pump - fill,[TYPE_EXPENSE] north fuel pump - fill
City Pump Fuel - Fill,city pump fuel - fill,Expense,[TYPE_EXPENSE],44.0,2028-08-09 12:05:00.000,Fuel,city pump fuel - fill,[TYPE_EXPENSE] city pump fuel - fill
FuelHub Station - Fill,fuelhub station - fill,Expense,[TYPE_EXPENSE],38.5,2028-08-15 11:05:00.000,Fuel,fuelhub station - fill,[TYPE_EXPENSE] fuelhub station - fill
Prime Pump Station - Fill,prime pump station - fill,Expense,[TYPE_EXPENSE],60.5,2028-08-20 12:30:00.000,Fuel,prime pump station - fill,[TYPE_EXPENSE] prime pump station - fill
Alfa Fuel - Station,alfa fuel - station,Expense,[TYPE_EXPENSE],46.0,2028-09-02 11:15:00.000,Fuel,alfa fuel - station,[TYPE_EXPENSE] alfa fuel - station
Petrol One - Pump,petrol one - pump,Expense,[TYPE_EXPENSE],50.0,2028-09-02 12:05:00.000,Fuel,petrol one - pump,[TYPE_EXPENSE] petrol one - pump
Dora Fuel - Station,dora fuel - station,Expense,[TYPE_EXPENSE],43.0,2028-09-14 11:40:00.000,Fuel,dora fuel - station,[TYPE_EXPENSE] dora fuel - station
Shell Main - Fill,shell main - fill,Expense,[TYPE_EXPENSE],57.0,2028-09-20 12:10:00.000,Fuel,shell main - fill,[TYPE_EXPENSE] shell main - fill
Local Petrol East - Fill,local petrol east - fill,Expense,[TYPE_EXPENSE],38.5,2028-09-26 11:25:00.000,Fuel,local petrol east - fill,[TYPE_EXPENSE] local petrol east - fill
Petrol One - Station,petrol one - station,Expense,[TYPE_EXPENSE],45.0,2028-10-02 12:00:00.000,Fuel,petrol one - station,[TYPE_EXPENSE] petrol one - station
Dora Fuel Pump - Fill,dora fuel pump - fill,Expense,[TYPE_EXPENSE],39.0,2028-10-08 11:10:00.000,Fuel,dora fuel pump - fill,[TYPE_EXPENSE] dora fuel pump - fill
Prime Petrol - Pump,prime petrol - pump,Expense,[TYPE_EXPENSE],60.0,2028-10-13 12:30:00.000,Fuel,prime petrol - pump,[TYPE_EXPENSE] prime petrol - pump
GreenFuel Station,greenfuel station,Expense,[TYPE_EXPENSE],52.0,2028-10-20 11:30:00.000,Fuel,greenfuel station,[TYPE_EXPENSE] greenfuel station
SunFuel,sunfuel,Expense,[TYPE_EXPENSE],46.5,2028-10-24 11:10:00.000,Fuel,sunfuel,[TYPE_EXPENSE] sunfuel
RapidFuel,rapidfuel,Expense,[TYPE_EXPENSE],49.0,2028-10-29 12:20:00.000,Fuel,rapidfuel,[TYPE_EXPENSE] rapidfuel
EcoFuel Station,ecofuel station,Expense,[TYPE_EXPENSE],56.0,2028-11-02 11:55:00.000,Fuel,ecofuel station,[TYPE_EXPENSE] ecofuel station
CityFuel Station,cityfuel station,Expense,[TYPE_EXPENSE],42.5,2028-11-08 12:05:00.000,Fuel,cityfuel station,[TYPE_EXPENSE] cityfuel station
Local Fuel Station,local fuel station,Expense,[TYPE_EXPENSE],50.0,2028-11-12 12:35:00.000,Fuel,local fuel station,[TYPE_EXPENSE] local fuel station
Total Station,total station,Expense,[TYPE_EXPENSE],49.0,2028-11-18 11:25:00.000,Fuel,total station,[TYPE_EXPENSE] total station
GreenFuel Station - Fill,greenfuel station - fill,Expense,[TYPE_EXPENSE],51.25,2028-11-22 11:20:00.000,Fuel,greenfuel station - fill,[TYPE_EXPENSE] greenfuel station - fill
Mothers Day Gift,mothers day gift,Expense,[TYPE_EXPENSE],45.0,2025-03-23 13:12:42.888,Gifts,mothers day gift,[TYPE_EXPENSE] mothers day gift
S&Becca Home Gift (Baklava),s&becca home gift baklava,Expense,[TYPE_EXPENSE],25.0,2025-10-10 18:20:00.000,Gifts,s&becca home gift baklava,[TYPE_EXPENSE] s&becca home gift baklava
House of games,house of games,Expense,[TYPE_EXPENSE],18.0,2026-01-06 15:24:00.000,Gifts,house of games,[TYPE_EXPENSE] house of games
Machh Jacket SDL gift,machh jacket sdl gift,Expense,[TYPE_EXPENSE],25.0,2025-12-29 17:14:11.893,Gifts,machh jacket sdl gift,[TYPE_EXPENSE] machh jacket sdl gift
Christmas Gifts Family (Back),christmas gifts family back,Income,[TYPE_INCOME],8.9,2025-12-23 11:58:00.000,Gifts,christmas gifts family back,[TYPE_INCOME] christmas gifts family back
Christmas Gifts Family,christmas gifts family,Expense,[TYPE_EXPENSE],100.0,2025-12-23 11:58:00.000,Gifts,christmas gifts family,[TYPE_EXPENSE] christmas gifts family
KK Maitrise Gift,kk maitrise gift,Expense,[TYPE_EXPENSE],2.2,2025-12-23 11:14:26.255,Gifts,kk maitrise gift,[TYPE_EXPENSE] kk maitrise gift
KK Maitrise Gift,kk maitrise gift,Expense,[TYPE_EXPENSE],25.0,2025-12-23 11:14:06.652,Gifts,kk maitrise gift,[TYPE_EXPENSE] kk maitrise gift
Eid Souvenir (Back),eid souvenir back,Income,[TYPE_INCOME],1.9,2025-10-31 12:16:00.000,Gifts,eid souvenir back,[TYPE_INCOME] eid souvenir back
Eid Souvenir,eid souvenir,Expense,[TYPE_EXPENSE],10.0,2025-10-31 12:15:00.000,Gifts,eid souvenir,[TYPE_EXPENSE] eid souvenir
Cor Pipette for Yorgo gift,cor pipette for yorgo gift,Expense,[TYPE_EXPENSE],15.0,2025-10-10 12:50:49.290,Gifts,cor pipette for yorgo gift,[TYPE_EXPENSE] cor pipette for yorgo gift
Jackaroo HOG gifts,jackaroo hog gifts,Expense,[TYPE_EXPENSE],13.0,2025-09-12 13:13:06.800,Gifts,jackaroo hog gifts,[TYPE_EXPENSE] jackaroo hog gifts
Souvenirs,souvenirs,Expense,[TYPE_EXPENSE],16.0,2025-08-18 14:28:46.619,Gifts,souvenirs,[TYPE_EXPENSE] souvenirs
Lighters (+Hrant) gifts,lighters hrant gifts,Expense,[TYPE_EXPENSE],16.0,2025-08-15 17:27:55.408,Gifts,lighters hrant gifts,[TYPE_EXPENSE] lighters hrant gifts
CrossStones + Letters (+Hrant) gifts,crossstones letters hrant gifts,Expense,[TYPE_EXPENSE],18.6,2025-08-15 17:27:18.652,Gifts,crossstones letters hrant gifts,[TYPE_EXPENSE] crossstones letters hrant gifts
Wine Woods (+Hrant) souvenirs,wine woods hrant souvenirs,Expense,[TYPE_EXPENSE],18.6,2025-08-15 17:26:42.792,Gifts,wine woods hrant souvenirs,[TYPE_EXPENSE] wine woods hrant souvenirs
Clay & Bucket Hats (+Hrant) gifts,clay & bucket hats hrant gifts,Expense,[TYPE_EXPENSE],31.9,2025-08-15 17:25:13.357,Gifts,clay & bucket hats hrant gifts,[TYPE_EXPENSE] clay & bucket hats hrant gifts
Wine Souvenirs (All) gifts,wine souvenirs all gifts,Expense,[TYPE_EXPENSE],39.9,2025-08-13 14:36:00.000,Gifts,wine souvenirs all gifts,[TYPE_EXPENSE] wine souvenirs all gifts
Gaby Bday Gifts (Back),gaby bday gifts back,Income,[TYPE_INCOME],5.0,2025-06-05 12:04:05.749,Gifts,gaby bday gifts back,[TYPE_INCOME] gaby bday gifts back
Gaby Bday Gifts (10$ socks factory + 15$ Ayat),gaby bday gifts 10 socks factory 15 ayat,Expense,[TYPE_EXPENSE],30.0,2025-06-05 12:02:48.074,Gifts,gaby bday gifts 10 socks factory 15 ayat,[TYPE_EXPENSE] gaby bday gifts 10 socks factory 15 ayat
Maxim Lords Day gift,maxim lords day gift,Expense,[TYPE_EXPENSE],11.0,2025-05-17 16:41:48.737,Gifts,maxim lords day gift,[TYPE_EXPENSE] maxim lords day gift
Christian gift after surgery,christian gift after surgery,Expense,[TYPE_EXPENSE],15.0,2025-05-06 03:39:12.585,Gifts,christian gift after surgery,[TYPE_EXPENSE] christian gift after surgery
Dad gift,dad gift,Income,[TYPE_INCOME],20.0,2025-04-09 03:38:50.026,Gifts,dad gift,[TYPE_INCOME] dad gift
gift Azzi Dongle (Back),gift azzi dongle back,Income,[TYPE_INCOME],2.3,2025-04-09 03:35:39.416,Gifts,gift azzi dongle back,[TYPE_INCOME] gift azzi dongle back
gift Azzi Dongle,gift azzi dongle,Expense,[TYPE_EXPENSE],5.0,2025-04-09 03:35:17.285,Gifts,gift azzi dongle,[TYPE_EXPENSE] gift azzi dongle
Mothers Day,mothers day,Expense,[TYPE_EXPENSE],30.0,2025-03-23 13:13:44.543,Gifts,mothers day,[TYPE_EXPENSE] mothers day
Parents gift,parents gift,Income,[TYPE_INCOME],100.0,2025-01-19 18:53:24.432,Gifts,parents gift,[TYPE_INCOME] parents gift
Christmas Mom Pt. 2 gift,christmas mom pt 2 gift,Expense,[TYPE_EXPENSE],2.3,2024-12-26 05:48:02.533,Gifts,christmas mom pt 2 gift,[TYPE_EXPENSE] christmas mom pt 2 gift
Christmas Mom Pt. 2 gift,christmas mom pt 2 gift,Expense,[TYPE_EXPENSE],15.0,2024-12-26 05:47:25.241,Gifts,christmas mom pt 2 gift,[TYPE_EXPENSE] christmas mom pt 2 gift
Christmas Mom Pt. 1 (Back),christmas mom pt 1 back,Income,[TYPE_INCOME],1.5,2024-12-26 05:45:44.619,Gifts,christmas mom pt 1 back,[TYPE_INCOME] christmas mom pt 1 back
Christmas Mom Pt. 1,christmas mom pt 1,Expense,[TYPE_EXPENSE],25.0,2024-12-26 05:44:27.928,Gifts,christmas mom pt 1,[TYPE_EXPENSE] christmas mom pt 1
Christmas Dad (Back),christmas dad back,Income,[TYPE_INCOME],0.3,2024-12-26 05:44:04.008,Gifts,christmas dad back,[TYPE_INCOME] christmas dad back
Christmas Dad gift,christmas dad gift,Expense,[TYPE_EXPENSE],50.0,2024-12-26 05:43:18.398,Gifts,christmas dad gift,[TYPE_EXPENSE] christmas dad gift
Mom Christmas,mom christmas,Income,[TYPE_INCOME],20.0,2024-12-24 09:28:41.243,Gifts,mom christmas,[TYPE_INCOME] mom christmas
KK SEK 24-25 (Back),kk sek 24-25 back,Income,[TYPE_INCOME],0.6,2024-12-23 09:13:22.931,Gifts,kk sek 24-25 back,[TYPE_INCOME] kk sek 24-25 back
KK SEK 24-25,kk sek 24-25,Expense,[TYPE_EXPENSE],15.0,2024-12-23 09:12:54.396,Gifts,kk sek 24-25,[TYPE_EXPENSE] kk sek 24-25
Dad Christmas,dad christmas,Income,[TYPE_INCOME],100.0,2024-12-23 08:39:34.033,Gifts,dad christmas,[TYPE_INCOME] dad christmas
James gift,james gift,Expense,[TYPE_EXPENSE],4.0,2024-12-20 16:33:24.680,Gifts,james gift,[TYPE_EXPENSE] james gift
